2020-07-31 22:52:42,437 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 22:52:42 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 22:52:45,717 | INFO  | Listening for connections at ws://2bc0535803d3:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 22:52:45,719 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 22:52:45,723 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:2bc0535803d3-39851-1596235964947-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 22:52:45,727 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 22:52:45,730 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 28301 mb of usable space. - resetting to maximum available disk space: 28301 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 22:52:45,733 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 28301 mb of usable space. - resetting to maximum available disk space: 28301 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 22:52:46,844 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 22:52:47,384 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 22:52:47,385 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 22:52:47,496 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 22:52:48,013 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 22:52:48,139 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-08-01 12:03:55,644 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Sat Aug 01 12:03:55 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-08-01 12:03:57,574 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:03:57,918 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-08-01 12:03:58,222 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-08-01 12:03:58,413 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:a1aa8348d55f-44695-1596283438254-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:03:58,467 | INFO  | Listening for connections at: tcp://a1aa8348d55f:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-08-01 12:03:58,469 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:03:58,476 | INFO  | Listening for connections at: amqp://a1aa8348d55f:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-08-01 12:03:58,479 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:03:58,484 | INFO  | Listening for connections at: stomp://a1aa8348d55f:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-08-01 12:03:58,487 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:03:58,493 | INFO  | Listening for connections at: mqtt://a1aa8348d55f:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-08-01 12:03:58,495 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:03:58,857 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-08-01 12:03:59,041 | INFO  | Listening for connections at ws://a1aa8348d55f:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-08-01 12:03:59,044 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:03:59,047 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:a1aa8348d55f-44695-1596283438254-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:03:59,050 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:03:59,053 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 28001 mb of usable space. - resetting to maximum available disk space: 28001 mb | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:03:59,054 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 28001 mb of usable space. - resetting to maximum available disk space: 28001 mb | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:04:00,206 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-08-01 12:04:00,661 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-08-01 12:04:00,663 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-08-01 12:04:00,750 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-08-01 12:04:01,172 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-08-01 12:04:01,276 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-08-01 12:50:20,822 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Sat Aug 01 12:50:20 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-08-01 12:50:23,286 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:50:23,747 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-08-01 12:50:23,995 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-08-01 12:50:24,302 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:dd263f5de31e-44139-1596286224059-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:50:24,397 | INFO  | Listening for connections at: tcp://dd263f5de31e:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-08-01 12:50:24,403 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:50:24,417 | INFO  | Listening for connections at: amqp://dd263f5de31e:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-08-01 12:50:24,421 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:50:24,432 | INFO  | Listening for connections at: stomp://dd263f5de31e:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-08-01 12:50:24,436 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:50:24,451 | INFO  | Listening for connections at: mqtt://dd263f5de31e:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-08-01 12:50:24,454 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:50:25,111 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-08-01 12:50:25,246 | INFO  | Listening for connections at ws://dd263f5de31e:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-08-01 12:50:25,248 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-08-01 12:50:25,254 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:dd263f5de31e-44139-1596286224059-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:50:25,258 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:50:25,260 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 25547 mb of usable space. - resetting to maximum available disk space: 25547 mb | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:50:25,262 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 25547 mb of usable space. - resetting to maximum available disk space: 25547 mb | org.apache.activemq.broker.BrokerService | main
2020-08-01 12:50:26,381 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-08-01 12:50:26,779 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-08-01 12:50:26,780 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-08-01 12:50:26,875 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-08-01 12:50:27,426 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-08-01 12:50:27,628 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
