2020-07-31 21:23:54,955 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:23:54 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:23:57,889 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:23:58,006 | INFO  | Listening for connections at ws://6c0ba041a751:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:23:58,007 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:23:58,010 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:6c0ba041a751-39671-1596230637199-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:23:58,013 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:23:58,017 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 32905 mb of usable space. - resetting to maximum available disk space: 32905 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:23:58,019 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 32905 mb of usable space. - resetting to maximum available disk space: 32905 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:23:58,927 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:23:59,279 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:23:59,280 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:23:59,362 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:23:59,714 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:23:59,820 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:26:46,996 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:26:46 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:26:48,462 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:26:48,772 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:26:48,968 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:26:49,164 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:b6ada3da496b-43757-1596230809002-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:26:49,213 | INFO  | Listening for connections at: tcp://b6ada3da496b:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:26:49,215 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:26:49,220 | INFO  | Listening for connections at: amqp://b6ada3da496b:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:26:49,223 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:26:49,227 | INFO  | Listening for connections at: stomp://b6ada3da496b:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:26:49,230 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:26:49,234 | INFO  | Listening for connections at: mqtt://b6ada3da496b:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:26:49,236 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:26:49,508 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:26:49,597 | INFO  | Listening for connections at ws://b6ada3da496b:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:26:49,598 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:26:49,600 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:b6ada3da496b-43757-1596230809002-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:26:49,603 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:26:49,605 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 32604 mb of usable space. - resetting to maximum available disk space: 32604 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:26:49,607 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 32604 mb of usable space. - resetting to maximum available disk space: 32604 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:26:50,496 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:26:50,797 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:26:50,798 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:26:50,880 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:26:51,242 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:26:51,355 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:31:00,556 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:31:00 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:31:02,332 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:31:02,646 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:31:02,834 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:31:03,029 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:7cbb31c9eedb-45585-1596231062864-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:31:03,083 | INFO  | Listening for connections at: tcp://7cbb31c9eedb:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:31:03,085 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:31:03,091 | INFO  | Listening for connections at: amqp://7cbb31c9eedb:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:31:03,095 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:31:03,100 | INFO  | Listening for connections at: stomp://7cbb31c9eedb:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:31:03,102 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:31:03,108 | INFO  | Listening for connections at: mqtt://7cbb31c9eedb:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:31:03,109 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:31:03,484 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:31:03,570 | INFO  | Listening for connections at ws://7cbb31c9eedb:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:31:03,571 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:31:03,574 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:7cbb31c9eedb-45585-1596231062864-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:31:03,577 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:31:03,580 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 32304 mb of usable space. - resetting to maximum available disk space: 32304 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:31:03,582 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 32304 mb of usable space. - resetting to maximum available disk space: 32304 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:31:04,487 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:31:04,826 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:31:04,827 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:31:04,907 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:31:05,259 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:31:05,367 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:34:12,589 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:34:12 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:34:14,040 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:14,337 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:34:14,516 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:34:14,709 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:ceadce6c9f4d-43651-1596231254545-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:14,758 | INFO  | Listening for connections at: tcp://ceadce6c9f4d:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:34:14,761 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:14,766 | INFO  | Listening for connections at: amqp://ceadce6c9f4d:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:34:14,768 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:14,774 | INFO  | Listening for connections at: stomp://ceadce6c9f4d:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:34:14,777 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:14,787 | INFO  | Listening for connections at: mqtt://ceadce6c9f4d:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:34:14,792 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:15,339 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:34:15,477 | INFO  | Listening for connections at ws://ceadce6c9f4d:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:34:15,478 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:15,480 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:ceadce6c9f4d-43651-1596231254545-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:15,483 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:15,485 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 32003 mb of usable space. - resetting to maximum available disk space: 32003 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:15,487 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 32003 mb of usable space. - resetting to maximum available disk space: 32003 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:16,389 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:34:16,719 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:34:16,720 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:34:16,804 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:34:17,178 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:34:17,274 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:34:34,837 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:34:34 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:34:36,328 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:36,630 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:34:36,818 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:34:37,011 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:26a9e7230312-42729-1596231276845-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:37,063 | INFO  | Listening for connections at: tcp://26a9e7230312:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:34:37,065 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:37,075 | INFO  | Listening for connections at: amqp://26a9e7230312:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:34:37,078 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:37,083 | INFO  | Listening for connections at: stomp://26a9e7230312:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:34:37,086 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:37,091 | INFO  | Listening for connections at: mqtt://26a9e7230312:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:34:37,094 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:37,354 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@7b8b43c7{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:34:37,446 | INFO  | Listening for connections at ws://26a9e7230312:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:34:37,447 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:34:37,450 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:26a9e7230312-42729-1596231276845-0:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:37,453 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:37,456 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 31703 mb of usable space. - resetting to maximum available disk space: 31703 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:37,458 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 31703 mb of usable space. - resetting to maximum available disk space: 31703 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:34:38,303 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:34:38,601 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:34:38,602 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:34:38,677 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:34:39,053 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:34:39,156 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:35:12,094 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:35:12 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:35:13,602 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:13,698 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:35:13,819 | INFO  | Recovering from the journal @1:503 | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:35:13,821 | INFO  | Recovery replayed 5 operations from the journal in 0.115 seconds. | org.apache.activemq.store.kahadb.MessageDatabase | main
2020-07-31 21:35:13,843 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:35:13,860 | INFO  | Scheduler Store version 1 loaded | org.apache.activemq.store.kahadb.scheduler.JobSchedulerKahaDBMetaData | main
2020-07-31 21:35:13,976 | INFO  | Recovering from the scheduled job journal @1:28 | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:35:13,978 | INFO  | Recovery replayed 1 operations from the journal in 0.002 seconds. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:35:13,981 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:35:14,069 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:26a9e7230312-38417-1596231313866-1:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:14,153 | INFO  | Listening for connections at: tcp://26a9e7230312:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:35:14,155 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:14,161 | INFO  | Listening for connections at: amqp://26a9e7230312:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:35:14,163 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:14,168 | INFO  | Listening for connections at: stomp://26a9e7230312:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:35:14,170 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:14,177 | INFO  | Listening for connections at: mqtt://26a9e7230312:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:35:14,179 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:14,379 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@6d167f58{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2020-07-31 21:35:14,467 | INFO  | Listening for connections at ws://26a9e7230312:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2020-07-31 21:35:14,468 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:14,470 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:26a9e7230312-38417-1596231313866-1:1) started | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:14,472 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:14,474 | WARN  | Store limit is 102400 mb (current store usage is 0 mb). The data directory: /data/activemq/kahadb only has 31703 mb of usable space. - resetting to maximum available disk space: 31703 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:14,476 | WARN  | Temporary Store limit is 51200 mb (current store usage is 0 mb). The data directory: /data/activemq/localhost only has 31703 mb of usable space. - resetting to maximum available disk space: 31703 mb | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:15,350 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2020-07-31 21:35:15,546 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:35:15,547 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2020-07-31 21:35:15,630 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2020-07-31 21:35:16,057 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2020-07-31 21:35:16,126 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2020-07-31 21:35:42,164 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@7823a2f9: startup date [Fri Jul 31 21:35:42 UTC 2020]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2020-07-31 21:35:43,695 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/data/activemq/kahadb] | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:44,031 | INFO  | PListStore:[/data/activemq/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2020-07-31 21:35:44,247 | INFO  | JobSchedulerStore: /data/activemq/localhost/scheduler started. | org.apache.activemq.store.kahadb.scheduler.JobSchedulerStoreImpl | main
2020-07-31 21:35:44,440 | INFO  | Apache ActiveMQ 5.14.3 (localhost, ID:0bdf8e15a9f5-34643-1596231344279-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2020-07-31 21:35:44,490 | INFO  | Listening for connections at: tcp://0bdf8e15a9f5:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:35:44,492 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:44,498 | INFO  | Listening for connections at: amqp://0bdf8e15a9f5:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:35:44,503 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:44,509 | INFO  | Listening for connections at: stomp://0bdf8e15a9f5:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:35:44,511 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2020-07-31 21:35:44,516 | INFO  | Listening for connections at: mqtt://0bdf8e15a9f5:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2020-07-31 21:35:44,518 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
